chr,start,end,state,median,integer_median,integer_copy_number,cell_id
5,126500001,151000000,3,1.0812388,2.1730752,2.0,SA501X4XB00794-A90703ABC-R05-C39
5,151000001,181000000,2,0.4339931,0.87224,1.0,SA501X4XB00794-A90703ABC-R05-C39
6,1,16500000,5,2.0383808,4.0967404,4.0,SA501X4XB00794-A90703ABC-R05-C39
6,16500001,31000000,4,1.4561809,2.9266342,3.0,SA501X4XB00794-A90703ABC-R05-C39
6,31000001,76000000,3,1.0510282,2.1123578,2.0,SA501X4XB00794-A90703ABC-R05-C39
6,76000001,93500000,4,1.347617,2.7084424,3.0,SA501X4XB00794-A90703ABC-R05-C39
6,93500001,113500000,6,2.5435303,5.1119904,5.0,SA501X4XB00794-A90703ABC-R05-C39
6,113500001,158000000,5,2.1418291,4.304651,4.0,SA501X4XB00794-A90703ABC-R05-C39
6,158000001,171500000,2,0.4700367,0.9446804,1.0,SA501X4XB00794-A90703ABC-R05-C39
7,1,136000000,3,0.9229155,1.8548768,2.0,SA501X4XB00794-A90703ABC-R05-C39
7,136000001,159500000,2,0.5203725,1.0458454,1.0,SA501X4XB00794-A90703ABC-R05-C39
8,1,68000000,2,0.5080854,1.0211507,1.0,SA501X4XB00794-A90703ABC-R05-C39
8,68000001,77500000,7,3.7263128,7.4891483,7.0,SA501X4XB00794-A90703ABC-R05-C39
8,77500001,93000000,3,0.9188778,1.8467617,2.0,SA501X4XB00794-A90703ABC-R05-C39
8,93000001,101500000,2,0.537714,1.0806983,1.0,SA501X4XB00794-A90703ABC-R05-C39
8,101500001,146500000,5,1.944125,3.9073049,4.0,SA501X4XB00794-A90703ABC-R05-C39
9,1,141500000,3,1.022813,2.0556509,2.0,SA501X4XB00794-A90703ABC-R05-C39
10,1,118000000,3,1.0042089,2.0182603,2.0,SA501X4XB00794-A90703ABC-R05-C39
10,118000001,136000000,2,0.5357747,1.0768007,1.0,SA501X4XB00794-A90703ABC-R05-C39
11,1,33500000,3,1.0307547,2.0716121,2.0,SA501X4XB00794-A90703ABC-R05-C39
11,33500001,46000000,4,1.5610837,3.1374681,3.0,SA501X4XB00794-A90703ABC-R05-C39
11,46000001,69000000,3,0.9796707,1.9689433,2.0,SA501X4XB00794-A90703ABC-R05-C39
11,69000001,94500000,4,1.4993329,3.0133612,3.0,SA501X4XB00794-A90703ABC-R05-C39
11,94500001,135500000,3,0.8019541,1.6117685,2.0,SA501X4XB00794-A90703ABC-R05-C39
12,1,46500000,3,0.9649028,1.9392629,2.0,SA501X4XB00794-A90703ABC-R05-C39
12,46500001,68500000,2,0.5167193,1.0385031,1.0,SA501X4XB00794-A90703ABC-R05-C39
12,68500001,134000000,3,1.0104085,2.0307204,2.0,SA501X4XB00794-A90703ABC-R05-C39
13,1,39000000,3,0.982447,1.9745233,2.0,SA501X4XB00794-A90703ABC-R05-C39
13,39000001,83500000,2,0.4794495,0.9635983,1.0,SA501X4XB00794-A90703ABC-R05-C39
13,83500001,115500000,3,0.9668832,1.9432431,2.0,SA501X4XB00794-A90703ABC-R05-C39
14,1,93500000,2,0.491881,0.988583,1.0,SA501X4XB00794-A90703ABC-R05-C39
14,93500001,107500000,4,1.593107,3.2018286,3.0,SA501X4XB00794-A90703ABC-R05-C39
15,1,59000000,3,0.9720873,1.9537023,2.0,SA501X4XB00794-A90703ABC-R05-C39
15,59000001,68000000,4,1.6775645,3.3715712,3.0,SA501X4XB00794-A90703ABC-R05-C39
15,68000001,103000000,3,0.9772445,1.9640673,2.0,SA501X4XB00794-A90703ABC-R05-C39
16,1,6000000,2,0.5070195,1.0190084,1.0,SA501X4XB00794-A90703ABC-R05-C39
16,6000001,15500000,7,2.6408815,5.307647,5.0,SA501X4XB00794-A90703ABC-R05-C39
16,15500001,90500000,3,0.9801978,1.9700027,2.0,SA501X4XB00794-A90703ABC-R05-C39
17,1,41000000,2,0.495809,0.9964776,1.0,SA501X4XB00794-A90703ABC-R05-C39
17,41000001,81500000,4,1.4329676,2.8799802,3.0,SA501X4XB00794-A90703ABC-R05-C39
18,1,7000000,2,0.5751117,1.1558602,1.0,SA501X4XB00794-A90703ABC-R05-C39
18,7000001,26000000,3,1.0091722,2.0282355,2.0,SA501X4XB00794-A90703ABC-R05-C39
18,26000001,32500000,2,0.3655364,0.7346555,1.0,SA501X4XB00794-A90703ABC-R05-C39
18,32500001,56000000,3,1.1372851,2.2857171,2.0,SA501X4XB00794-A90703ABC-R05-C39
18,56000001,78500000,6,2.4901251,5.0046566,5.0,SA501X4XB00794-A90703ABC-R05-C39
19,1,59500000,3,0.9915063,1.9927306,2.0,SA501X4XB00794-A90703ABC-R05-C39
20,1,30000000,2,0.5038237,1.0125856,1.0,SA501X4XB00794-A90703ABC-R05-C39
20,30000001,63500000,3,0.8809236,1.7704815,2.0,SA501X4XB00794-A90703ABC-R05-C39
21,1,39500000,3,0.9573574,1.9240982,2.0,SA501X4XB00794-A90703ABC-R05-C39
21,39500001,48500000,2,0.4286744,0.8615503,1.0,SA501X4XB00794-A90703ABC-R05-C39
22,1,51500000,3,1.0199516,2.0499001,2.0,SA501X4XB00794-A90703ABC-R05-C39
X,1,155500000,2,0.5053033,1.0155593,1.0,SA501X4XB00794-A90703ABC-R05-C39
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R05-C39
1,1,14000000,2,0.5046667,1.0050907,1.0,SA501X4XB00794-A90703ABC-R05-C46
1,14000001,156500000,3,1.038496,2.0682614,2.0,SA501X4XB00794-A90703ABC-R05-C46
1,156500001,249500000,4,1.5684296,3.1236735,3.0,SA501X4XB00794-A90703ABC-R05-C46
2,1,26000000,2,0.4957739,0.9873799,1.0,SA501X4XB00794-A90703ABC-R05-C46
2,26000001,53500000,3,1.0746548,2.1402749,2.0,SA501X4XB00794-A90703ABC-R05-C46
2,53500001,64000000,5,2.0381373,4.0591399,4.0,SA501X4XB00794-A90703ABC-R05-C46
2,64000001,160000000,3,1.0471904,2.0855772,2.0,SA501X4XB00794-A90703ABC-R05-C46
2,160000001,178000000,2,0.4453754,0.8870066,1.0,SA501X4XB00794-A90703ABC-R05-C46
2,178000001,243500000,3,1.1193836,2.2293565,2.0,SA501X4XB00794-A90703ABC-R05-C46
3,1,35000000,3,1.0523622,2.0958771,2.0,SA501X4XB00794-A90703ABC-R05-C46
3,35000001,87000000,2,0.542405,1.0802501,1.0,SA501X4XB00794-A90703ABC-R05-C46
3,87000001,89500000,5,2.0970051,4.1763807,4.0,SA501X4XB00794-A90703ABC-R05-C46
3,89500001,111000000,3,0.9808129,1.9533802,2.0,SA501X4XB00794-A90703ABC-R05-C46
3,111000001,152000000,4,1.6182266,3.2228487,3.0,SA501X4XB00794-A90703ABC-R05-C46
3,152000001,180500000,5,1.9737436,3.9308938,4.0,SA501X4XB00794-A90703ABC-R05-C46
3,180500001,198500000,2,0.5364817,1.0684531,1.0,SA501X4XB00794-A90703ABC-R05-C46
4,1,70500000,2,0.4840593,0.9640491,1.0,SA501X4XB00794-A90703ABC-R05-C46
4,70500001,137000000,3,1.0595322,2.1101568,2.0,SA501X4XB00794-A90703ABC-R05-C46
4,137000001,151500000,4,1.4594663,2.9066629,3.0,SA501X4XB00794-A90703ABC-R05-C46
4,151500001,191500000,2,0.546464,1.0883339,1.0,SA501X4XB00794-A90703ABC-R05-C46
5,1,54000000,3,1.0562623,2.1036446,2.0,SA501X4XB00794-A90703ABC-R05-C46
5,54000001,127000000,2,0.4634229,0.9229497,1.0,SA501X4XB00794-A90703ABC-R05-C46
5,127000001,150500000,3,1.031819,2.0549634,2.0,SA501X4XB00794-A90703ABC-R05-C46
5,150500001,181000000,2,0.4195667,0.8356061,1.0,SA501X4XB00794-A90703ABC-R05-C46
6,1,31000000,6,2.3293342,4.6390857,5.0,SA501X4XB00794-A90703ABC-R05-C46
6,31000001,77000000,3,1.0563309,2.1037812,2.0,SA501X4XB00794-A90703ABC-R05-C46
6,77000001,90000000,4,1.3536357,2.6958914,3.0,SA501X4XB00794-A90703ABC-R05-C46
6,90000001,158000000,5,2.086896,4.1562474,4.0,SA501X4XB00794-A90703ABC-R05-C46
6,158000001,171500000,2,0.4806866,0.9573321,1.0,SA501X4XB00794-A90703ABC-R05-C46
7,1,135000000,3,1.018215,2.0278699,2.0,SA501X4XB00794-A90703ABC-R05-C46
7,135000001,159500000,2,0.4924281,0.9807164,1.0,SA501X4XB00794-A90703ABC-R05-C46
8,1,68000000,2,0.5042365,1.0042338,1.0,SA501X4XB00794-A90703ABC-R05-C46
8,68000001,77500000,7,3.1742905,6.3218946,6.0,SA501X4XB00794-A90703ABC-R05-C46
8,77500001,92500000,3,0.9270048,1.8462163,2.0,SA501X4XB00794-A90703ABC-R05-C46
8,92500001,100000000,2,0.4811854,0.9583254,1.0,SA501X4XB00794-A90703ABC-R05-C46
8,100000001,146500000,4,1.5584825,3.1038627,3.0,SA501X4XB00794-A90703ABC-R05-C46
9,1,141500000,3,0.9860092,1.9637291,2.0,SA501X4XB00794-A90703ABC-R05-C46
10,1,118000000,3,1.0011781,1.9939392,2.0,SA501X4XB00794-A90703ABC-R05-C46
10,118000001,136000000,2,0.481134,0.958223,1.0,SA501X4XB00794-A90703ABC-R05-C46
11,1,100000000,3,1.0889733,2.1687917,2.0,SA501X4XB00794-A90703ABC-R05-C46
11,100000001,135500000,2,0.47488,0.9457676,1.0,SA501X4XB00794-A90703ABC-R05-C46
12,1,46000000,3,1.101314,2.1933693,2.0,SA501X4XB00794-A90703ABC-R05-C46
12,46000001,68000000,2,0.5905638,1.1761627,1.0,SA501X4XB00794-A90703ABC-R05-C46
12,68000001,134000000,3,1.0671805,2.1253892,2.0,SA501X4XB00794-A90703ABC-R05-C46
13,1,39000000,3,0.9874497,1.9665979,2.0,SA501X4XB00794-A90703ABC-R05-C46
13,39000001,83500000,2,0.4841297,0.9641893,1.0,SA501X4XB00794-A90703ABC-R05-C46
13,83500001,115500000,3,1.0042213,2.0,2.0,SA501X4XB00794-A90703ABC-R05-C46
14,1,93500000,2,0.4462711,0.8887903,1.0,SA501X4XB00794-A90703ABC-R05-C46
14,93500001,107500000,4,1.308595,2.6061886,3.0,SA501X4XB00794-A90703ABC-R05-C46
15,1,103000000,3,1.0492509,2.0896807,2.0,SA501X4XB00794-A90703ABC-R05-C46
16,1,8500000,3,0.9941544,1.979951,2.0,SA501X4XB00794-A90703ABC-R05-C46
16,8500001,15500000,6,2.6489022,5.2755351,5.0,SA501X4XB00794-A90703ABC-R05-C46
16,15500001,90500000,3,0.9322186,1.8566,2.0,SA501X4XB00794-A90703ABC-R05-C46
17,1,40500000,2,0.5057651,1.0072783,1.0,SA501X4XB00794-A90703ABC-R05-C46
17,40500001,47500000,3,0.913395,1.819111,2.0,SA501X4XB00794-A90703ABC-R05-C46
17,47500001,81500000,4,1.4610965,2.9099096,3.0,SA501X4XB00794-A90703ABC-R05-C46
18,1,8000000,2,0.4286445,0.8536855,1.0,SA501X4XB00794-A90703ABC-R05-C46
18,8000001,25500000,3,1.0024043,1.9963813,2.0,SA501X4XB00794-A90703ABC-R05-C46
18,25500001,32500000,2,0.4455547,0.8873636,1.0,SA501X4XB00794-A90703ABC-R05-C46
18,32500001,56000000,3,0.9597942,1.9115194,2.0,SA501X4XB00794-A90703ABC-R05-C46
18,56000001,78500000,6,2.4761565,4.9314959,5.0,SA501X4XB00794-A90703ABC-R05-C46
19,1,59500000,3,0.927064,1.8463341,2.0,SA501X4XB00794-A90703ABC-R05-C46
20,1,30000000,2,0.4229507,0.8423457,1.0,SA501X4XB00794-A90703ABC-R05-C46
20,30000001,43000000,3,1.002719,1.9970081,2.0,SA501X4XB00794-A90703ABC-R05-C46
20,43000001,51000000,2,0.4958947,0.9876204,1.0,SA501X4XB00794-A90703ABC-R05-C46
20,51000001,63500000,3,0.9675905,1.9270464,2.0,SA501X4XB00794-A90703ABC-R05-C46
21,1,38000000,3,0.9822885,1.9563188,2.0,SA501X4XB00794-A90703ABC-R05-C46
21,38000001,48500000,2,0.5277837,1.0511303,1.0,SA501X4XB00794-A90703ABC-R05-C46
22,1,51500000,4,1.2179719,2.4257043,2.0,SA501X4XB00794-A90703ABC-R05-C46
X,1,155500000,2,0.5097955,1.0153051,1.0,SA501X4XB00794-A90703ABC-R05-C46
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R05-C46
1,1,14000000,2,0.550735,1.0462333,1.0,SA501X4XB00794-A90703ABC-R05-C66
1,14000001,153000000,3,1.0571687,2.0083074,2.0,SA501X4XB00794-A90703ABC-R05-C66
1,153000001,249500000,4,1.5189713,2.8855956,3.0,SA501X4XB00794-A90703ABC-R05-C66
2,1,26500000,2,0.4692491,0.8914342,1.0,SA501X4XB00794-A90703ABC-R05-C66
2,26500001,53000000,3,1.0318922,1.9602895,2.0,SA501X4XB00794-A90703ABC-R05-C66
2,53000001,64000000,6,2.2766762,4.3250104,4.0,SA501X4XB00794-A90703ABC-R05-C66
2,64000001,160500000,3,1.0786935,2.0491982,2.0,SA501X4XB00794-A90703ABC-R05-C66
2,160500001,177000000,2,0.4948393,0.9400481,1.0,SA501X4XB00794-A90703ABC-R05-C66
2,177000001,243500000,3,1.1315023,2.1495192,2.0,SA501X4XB00794-A90703ABC-R05-C66
3,1,34000000,3,1.140578,2.1667603,2.0,SA501X4XB00794-A90703ABC-R05-C66
3,34000001,87000000,2,0.4878332,0.9267385,1.0,SA501X4XB00794-A90703ABC-R05-C66
3,87000001,114500000,3,1.0564894,2.0070169,2.0,SA501X4XB00794-A90703ABC-R05-C66
3,114500001,151000000,4,1.6579573,3.1496277,3.0,SA501X4XB00794-A90703ABC-R05-C66
3,151000001,180500000,5,1.929358,3.6652087,4.0,SA501X4XB00794-A90703ABC-R05-C66
3,180500001,198500000,2,0.5714467,1.0855795,1.0,SA501X4XB00794-A90703ABC-R05-C66
4,1,70500000,2,0.5069229,0.9630033,1.0,SA501X4XB00794-A90703ABC-R05-C66
4,70500001,133000000,3,1.0297082,1.9561405,2.0,SA501X4XB00794-A90703ABC-R05-C66
4,133000001,152000000,4,1.557697,2.9591629,3.0,SA501X4XB00794-A90703ABC-R05-C66
4,152000001,191500000,2,0.5181087,0.9842531,1.0,SA501X4XB00794-A90703ABC-R05-C66
5,1,51500000,3,1.0923342,2.0751113,2.0,SA501X4XB00794-A90703ABC-R05-C66
5,51500001,127000000,2,0.4924189,0.93545,1.0,SA501X4XB00794-A90703ABC-R05-C66
5,127000001,152000000,3,1.1078506,2.1045879,2.0,SA501X4XB00794-A90703ABC-R05-C66
5,152000001,181000000,2,0.4916977,0.93408,1.0,SA501X4XB00794-A90703ABC-R05-C66
6,1,14500000,5,2.2530381,4.2801051,4.0,SA501X4XB00794-A90703ABC-R05-C66
6,14500001,31500000,4,1.3732435,2.6087559,3.0,SA501X4XB00794-A90703ABC-R05-C66
6,31500001,74500000,3,1.0590431,2.0118682,2.0,SA501X4XB00794-A90703ABC-R05-C66
6,74500001,93500000,4,1.4646371,2.7823765,3.0,SA501X4XB00794-A90703ABC-R05-C66
6,93500001,136500000,6,2.351787,4.4676987,4.0,SA501X4XB00794-A90703ABC-R05-C66
6,136500001,158000000,5,1.95773,3.719107,4.0,SA501X4XB00794-A90703ABC-R05-C66
6,158000001,171500000,2,0.4622869,0.8782081,1.0,SA501X4XB00794-A90703ABC-R05-C66
7,1,135500000,3,0.9483356,1.8015566,2.0,SA501X4XB00794-A90703ABC-R05-C66
7,135500001,159500000,2,0.5018294,0.9533273,1.0,SA501X4XB00794-A90703ABC-R05-C66
8,1,68000000,2,0.5041945,0.9578202,1.0,SA501X4XB00794-A90703ABC-R05-C66
8,68000001,77500000,7,3.5624662,6.7676305,7.0,SA501X4XB00794-A90703ABC-R05-C66
8,77500001,92500000,3,0.9618013,1.8271376,2.0,SA501X4XB00794-A90703ABC-R05-C66
8,92500001,99500000,2,0.5524323,1.0494577,1.0,SA501X4XB00794-A90703ABC-R05-C66
8,99500001,146500000,4,1.5695269,2.9816362,3.0,SA501X4XB00794-A90703ABC-R05-C66
9,1,78000000,3,0.9900293,1.8807624,2.0,SA501X4XB00794-A90703ABC-R05-C66
9,78000001,87500000,4,1.5122983,2.8729188,3.0,SA501X4XB00794-A90703ABC-R05-C66
9,87500001,141500000,3,1.0459153,1.9869292,2.0,SA501X4XB00794-A90703ABC-R05-C66
10,1,118500000,3,1.0072155,1.9134111,2.0,SA501X4XB00794-A90703ABC-R05-C66
10,118500001,136000000,2,0.4891698,0.9292776,1.0,SA501X4XB00794-A90703ABC-R05-C66
11,1,34000000,3,1.0776231,2.0471647,2.0,SA501X4XB00794-A90703ABC-R05-C66
11,34000001,45500000,4,1.7093213,3.2472041,3.0,SA501X4XB00794-A90703ABC-R05-C66
11,45500001,100000000,3,1.0781857,2.0482335,2.0,SA501X4XB00794-A90703ABC-R05-C66
11,100000001,135500000,2,0.582261,1.1061235,1.0,SA501X4XB00794-A90703ABC-R05-C66
12,1,46500000,3,1.0498066,1.9943215,2.0,SA501X4XB00794-A90703ABC-R05-C66
12,46500001,69000000,2,0.4849045,0.9211749,1.0,SA501X4XB00794-A90703ABC-R05-C66
12,69000001,134000000,3,1.0781411,2.0481487,2.0,SA501X4XB00794-A90703ABC-R05-C66
13,1,39000000,3,1.1161332,2.1203225,2.0,SA501X4XB00794-A90703ABC-R05-C66
13,39000001,82500000,2,0.5020551,0.9537561,1.0,SA501X4XB00794-A90703ABC-R05-C66
13,82500001,115500000,3,1.0770349,2.0460472,2.0,SA501X4XB00794-A90703ABC-R05-C66
14,1,93000000,2,0.5111564,0.9710457,1.0,SA501X4XB00794-A90703ABC-R05-C66
14,93000001,107500000,4,1.5513001,2.9470107,3.0,SA501X4XB00794-A90703ABC-R05-C66
15,1,103000000,3,1.0311953,1.9589656,2.0,SA501X4XB00794-A90703ABC-R05-C66
16,1,8500000,3,0.990881,1.8823803,2.0,SA501X4XB00794-A90703ABC-R05-C66
16,8500001,15500000,7,3.1656069,6.0137153,6.0,SA501X4XB00794-A90703ABC-R05-C66
16,15500001,90500000,3,1.0101629,1.9190102,2.0,SA501X4XB00794-A90703ABC-R05-C66
17,1,41000000,2,0.4762242,0.9046849,1.0,SA501X4XB00794-A90703ABC-R05-C66
17,41000001,81500000,4,1.4643648,2.7818593,3.0,SA501X4XB00794-A90703ABC-R05-C66
18,1,8000000,2,0.4220801,0.8018271,1.0,SA501X4XB00794-A90703ABC-R05-C66
18,8000001,56000000,3,0.9437708,1.7928849,2.0,SA501X4XB00794-A90703ABC-R05-C66
18,56000001,78500000,6,2.5331557,4.8122454,5.0,SA501X4XB00794-A90703ABC-R05-C66
19,1,59500000,3,0.9461926,1.7974856,2.0,SA501X4XB00794-A90703ABC-R05-C66
20,1,30000000,2,0.5268772,1.0009106,1.0,SA501X4XB00794-A90703ABC-R05-C66
20,30000001,63500000,3,1.0527957,2.0,2.0,SA501X4XB00794-A90703ABC-R05-C66
21,1,38000000,3,0.9199052,1.7475474,2.0,SA501X4XB00794-A90703ABC-R05-C66
21,38000001,48500000,2,0.4233471,0.8042341,1.0,SA501X4XB00794-A90703ABC-R05-C66
22,1,51500000,3,1.071459,2.0354548,2.0,SA501X4XB00794-A90703ABC-R05-C66
X,1,155500000,2,0.4581574,0.8703633,1.0,SA501X4XB00794-A90703ABC-R05-C66
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R05-C66
1,1,12500000,2,0.4961194,0.9484254,1.0,SA501X4XB00794-A90703ABC-R05-C67
1,12500001,156000000,3,1.1254046,2.1514221,2.0,SA501X4XB00794-A90703ABC-R05-C67
1,156000001,249500000,4,1.4515216,2.7748558,3.0,SA501X4XB00794-A90703ABC-R05-C67
2,1,25500000,2,0.5374391,1.0274156,1.0,SA501X4XB00794-A90703ABC-R05-C67
2,25500001,50000000,3,1.058909,2.0243033,2.0,SA501X4XB00794-A90703ABC-R05-C67
2,50000001,64000000,5,1.959619,3.7461794,4.0,SA501X4XB00794-A90703ABC-R05-C67
2,64000001,158500000,3,0.9977219,1.9073326,2.0,SA501X4XB00794-A90703ABC-R05-C67
2,158500001,175000000,2,0.6079437,1.1621984,1.0,SA501X4XB00794-A90703ABC-R05-C67
2,175000001,243500000,3,1.0586321,2.0237739,2.0,SA501X4XB00794-A90703ABC-R05-C67
3,1,34500000,3,0.9811765,1.8757029,2.0,SA501X4XB00794-A90703ABC-R05-C67
3,34500001,87000000,2,0.4921622,0.9408604,1.0,SA501X4XB00794-A90703ABC-R05-C67
3,87000001,114500000,3,1.1701213,2.2369063,2.0,SA501X4XB00794-A90703ABC-R05-C67
3,114500001,153000000,4,1.6084945,3.074939,3.0,SA501X4XB00794-A90703ABC-R05-C67
3,153000001,180500000,5,1.9671842,3.7606416,4.0,SA501X4XB00794-A90703ABC-R05-C67
3,180500001,198500000,2,0.4812667,0.9200317,1.0,SA501X4XB00794-A90703ABC-R05-C67
4,1,70500000,2,0.5287547,1.0108138,1.0,SA501X4XB00794-A90703ABC-R05-C67
4,70500001,138000000,3,0.9874028,1.8876056,2.0,SA501X4XB00794-A90703ABC-R05-C67
4,138000001,151500000,4,1.3592418,2.5984457,3.0,SA501X4XB00794-A90703ABC-R05-C67
4,151500001,191500000,2,0.4303333,0.8226628,1.0,SA501X4XB00794-A90703ABC-R05-C67
5,1,54500000,3,1.0001145,1.9119065,2.0,SA501X4XB00794-A90703ABC-R05-C67
5,54500001,127000000,2,0.4781472,0.914068,1.0,SA501X4XB00794-A90703ABC-R05-C67
5,127000001,150500000,3,1.1454362,2.1897161,2.0,SA501X4XB00794-A90703ABC-R05-C67
5,150500001,181000000,2,0.5635245,1.0772827,1.0,SA501X4XB00794-A90703ABC-R05-C67
6,1,14500000,5,2.1355347,4.0824753,4.0,SA501X4XB00794-A90703ABC-R05-C67
6,14500001,31500000,4,1.5209373,2.9075571,3.0,SA501X4XB00794-A90703ABC-R05-C67
6,31500001,77000000,3,1.070798,2.0470313,2.0,SA501X4XB00794-A90703ABC-R05-C67
6,77000001,93500000,4,1.4663593,2.8032209,3.0,SA501X4XB00794-A90703ABC-R05-C67
6,93500001,115000000,6,2.5670734,4.9074424,5.0,SA501X4XB00794-A90703ABC-R05-C67
6,115000001,158000000,5,2.1321419,4.0759893,4.0,SA501X4XB00794-A90703ABC-R05-C67
6,158000001,171500000,2,0.5826477,1.1138404,1.0,SA501X4XB00794-A90703ABC-R05-C67
7,1,135000000,3,1.0555245,2.0178332,2.0,SA501X4XB00794-A90703ABC-R05-C67
7,135000001,159500000,2,0.5757565,1.1006665,1.0,SA501X4XB00794-A90703ABC-R05-C67
8,1,68000000,2,0.4717001,0.9017432,1.0,SA501X4XB00794-A90703ABC-R05-C67
8,68000001,78000000,7,3.8917776,7.439863,7.0,SA501X4XB00794-A90703ABC-R05-C67
8,78000001,92500000,3,0.9699963,1.8543299,2.0,SA501X4XB00794-A90703ABC-R05-C67
8,92500001,100000000,2,0.5692132,1.0881579,1.0,SA501X4XB00794-A90703ABC-R05-C67
8,100000001,146500000,4,1.6446246,3.1440085,3.0,SA501X4XB00794-A90703ABC-R05-C67
9,1,141500000,3,1.0710601,2.0475324,2.0,SA501X4XB00794-A90703ABC-R05-C67
10,1,118000000,3,0.9991657,1.9100928,2.0,SA501X4XB00794-A90703ABC-R05-C67
10,118000001,136000000,2,0.5387278,1.0298793,1.0,SA501X4XB00794-A90703ABC-R05-C67
11,1,33500000,3,1.1513038,2.2009333,2.0,SA501X4XB00794-A90703ABC-R05-C67
11,33500001,46500000,4,1.515529,2.897218,3.0,SA501X4XB00794-A90703ABC-R05-C67
11,46500001,100000000,3,1.0384199,1.9851345,2.0,SA501X4XB00794-A90703ABC-R05-C67
11,100000001,135500000,2,0.4152665,0.7938598,1.0,SA501X4XB00794-A90703ABC-R05-C67
12,1,46500000,3,0.9838484,1.8808107,2.0,SA501X4XB00794-A90703ABC-R05-C67
12,46500001,69000000,2,0.5271997,1.0078412,1.0,SA501X4XB00794-A90703ABC-R05-C67
12,69000001,134000000,3,1.0635116,2.0331019,2.0,SA501X4XB00794-A90703ABC-R05-C67
13,1,39500000,3,1.140059,2.1794367,2.0,SA501X4XB00794-A90703ABC-R05-C67
13,39500001,83500000,2,0.5288707,1.0110355,1.0,SA501X4XB00794-A90703ABC-R05-C67
13,83500001,115500000,3,0.9656783,1.8460752,2.0,SA501X4XB00794-A90703ABC-R05-C67
14,1,93500000,2,0.4718863,0.9020993,1.0,SA501X4XB00794-A90703ABC-R05-C67
14,93500001,107500000,4,1.4851655,2.8391725,3.0,SA501X4XB00794-A90703ABC-R05-C67
15,1,59000000,3,0.9870217,1.8868772,2.0,SA501X4XB00794-A90703ABC-R05-C67
15,59000001,65500000,5,1.7894713,3.4209101,3.0,SA501X4XB00794-A90703ABC-R05-C67
15,65500001,103000000,3,1.002353,1.9161858,2.0,SA501X4XB00794-A90703ABC-R05-C67
16,1,6000000,3,0.8714539,1.6659477,2.0,SA501X4XB00794-A90703ABC-R05-C67
16,6000001,15500000,7,2.9465579,5.6328982,6.0,SA501X4XB00794-A90703ABC-R05-C67
16,15500001,90500000,3,1.0558751,2.0185033,2.0,SA501X4XB00794-A90703ABC-R05-C67
17,1,41000000,2,0.4803792,0.9183351,1.0,SA501X4XB00794-A90703ABC-R05-C67
17,41000001,47500000,3,0.9878146,1.888393,2.0,SA501X4XB00794-A90703ABC-R05-C67
17,47500001,81500000,4,1.4169115,2.7086921,3.0,SA501X4XB00794-A90703ABC-R05-C67
18,1,8000000,2,0.4998145,0.9554893,1.0,SA501X4XB00794-A90703ABC-R05-C67
18,8000001,26000000,3,1.001781,1.9150924,2.0,SA501X4XB00794-A90703ABC-R05-C67
18,26000001,32500000,2,0.5273164,1.0080642,1.0,SA501X4XB00794-A90703ABC-R05-C67
18,32500001,56000000,3,0.9760627,1.8659269,2.0,SA501X4XB00794-A90703ABC-R05-C67
18,56000001,78500000,6,2.7275778,5.2142767,5.0,SA501X4XB00794-A90703ABC-R05-C67
19,1,59500000,3,0.9500072,1.816117,2.0,SA501X4XB00794-A90703ABC-R05-C67
20,1,30000000,2,0.5401229,1.0325463,1.0,SA501X4XB00794-A90703ABC-R05-C67
20,30000001,42500000,3,1.0824114,2.0692325,2.0,SA501X4XB00794-A90703ABC-R05-C67
20,42500001,50500000,2,0.5613744,1.0731726,1.0,SA501X4XB00794-A90703ABC-R05-C67
20,50500001,63500000,3,1.0539721,2.0148655,2.0,SA501X4XB00794-A90703ABC-R05-C67
21,1,39500000,3,1.0838745,2.0720295,2.0,SA501X4XB00794-A90703ABC-R05-C67
21,39500001,48500000,2,0.5258768,1.0053121,1.0,SA501X4XB00794-A90703ABC-R05-C67
22,1,51500000,3,1.0545717,2.0160117,2.0,SA501X4XB00794-A90703ABC-R05-C67
X,1,155500000,2,0.5018423,0.9593656,1.0,SA501X4XB00794-A90703ABC-R05-C67
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R05-C67
1,1,12500000,2,0.4023874,0.7921092,1.0,SA501X4XB00794-A90703ABC-R06-C06
1,12500001,156000000,3,1.0159896,2.0,2.0,SA501X4XB00794-A90703ABC-R06-C06
1,156000001,249500000,4,1.5649134,3.0805696,3.0,SA501X4XB00794-A90703ABC-R06-C06
2,1,26500000,2,0.3633315,0.7152269,1.0,SA501X4XB00794-A90703ABC-R06-C06
2,26500001,53500000,3,1.035134,2.0376861,2.0,SA501X4XB00794-A90703ABC-R06-C06
2,53500001,64000000,6,2.3120227,4.5512723,5.0,SA501X4XB00794-A90703ABC-R06-C06
2,64000001,160000000,3,0.9370698,1.8446443,2.0,SA501X4XB00794-A90703ABC-R06-C06
2,160000001,176500000,2,0.3298929,0.6494021,1.0,SA501X4XB00794-A90703ABC-R06-C06
